"term_type","parameter","m0","m1","m2","m3","m4"
"fixed","BFI_extra","—","0.09 [0.02, 0.159] *","0.087 [0.012, 0.161] *","0.1 [0.024, 0.175] *","0.1 [0.024, 0.175] *"
"fixed","Familiarity","—","0.01 [-0.087, 0.102]","0.021 [-0.079, 0.121]","0.013 [-0.089, 0.114]","0.013 [-0.089, 0.114]"
"fixed","Intercept","7.956 [7.93, 7.981] *","8.028 [7.895, 8.162] *","8.023 [7.891, 8.155] *","8.02 [7.885, 8.155] *","8.02 [7.885, 8.155] *"
"fixed","TrialNumber_c","—","0.001 [0.001, 0.002] *","0.001 [0, 0.002] *","0.001 [0, 0.002] *","0.001 [0, 0.002] *"
"fixed","correction2M1","0.075 [0.018, 0.132] *","0.129 [0.087, 0.171] *","0.118 [0.08, 0.156] *","0.118 [0.08, 0.157] *","0.118 [0.08, 0.157] *"
"fixed","correction3M2","0.034 [-0.034, 0.104]","0.105 [0.056, 0.154] *","0.104 [0.059, 0.15] *","0.104 [0.061, 0.148] *","0.104 [0.061, 0.148] *"
"fixed","expressibility_z","—","-0.02 [-0.05, 0.011]","-0.079 [-0.132, -0.025] *","-0.037 [-0.097, 0.023]","-0.037 [-0.097, 0.023]"
"fixed","modality1","—","0.495 [0.448, 0.541] *","0.482 [0.389, 0.573] *","0.482 [0.388, 0.575] *","0.482 [0.388, 0.575] *"
"fixed","modality2","—","0.518 [0.472, 0.564] *","0.508 [0.418, 0.597] *","0.51 [0.421, 0.599] *","0.51 [0.421, 0.599] *"
"random_sd","sd() | residual__","0.899 [0.881, 0.916]","0.56 [0.548, 0.571]","0.502 [0.492, 0.513]","0.503 [0.492, 0.513]","0.503 [0.492, 0.513]"
"random_sd","sd(BFI_extra) | SessionID","—","—","0.068 [0.003, 0.18]","0.067 [0.003, 0.179]","0.067 [0.003, 0.179]"
"random_sd","sd(Familiarity) | SessionID","—","—","0.131 [0.007, 0.289]","0.122 [0.007, 0.277]","0.122 [0.007, 0.277]"
"random_sd","sd(Intercept) | SessionID","—","0.353 [0.256, 0.455]","0.3 [0.152, 0.423]","0.326 [0.211, 0.439]","0.326 [0.211, 0.439]"
"random_sd","sd(Intercept) | concept","—","0.352 [0.3, 0.415]","0.362 [0.311, 0.423]","0.378 [0.323, 0.444]","0.378 [0.323, 0.444]"
"random_sd","sd(Intercept) | pcn_ID","—","0.33 [0.272, 0.403]","0.333 [0.263, 0.418]","0.315 [0.253, 0.388]","0.315 [0.253, 0.388]"
"random_sd","sd(correction2M1) | concept","—","0.059 [0.006, 0.111]","0.051 [0.004, 0.101]","0.041 [0.002, 0.096]","0.041 [0.002, 0.096]"
"random_sd","sd(correction2M1) | pcn_ID","—","0.085 [0.017, 0.142]","0.072 [0.009, 0.126]","0.08 [0.013, 0.133]","0.08 [0.013, 0.133]"
"random_sd","sd(correction3M2) | concept","—","0.069 [0.008, 0.127]","0.051 [0.003, 0.108]","0.044 [0.002, 0.104]","0.044 [0.002, 0.104]"
"random_sd","sd(correction3M2) | pcn_ID","—","0.075 [0.006, 0.149]","0.076 [0.009, 0.138]","0.062 [0.004, 0.133]","0.062 [0.004, 0.133]"
"random_sd","sd(expressibility_z) | pcn_ID","—","—","0.091 [0.064, 0.119]","0.093 [0.065, 0.122]","0.093 [0.065, 0.122]"
"random_sd","sd(modality1) | concept","—","—","0.248 [0.187, 0.316]","0.265 [0.203, 0.335]","0.265 [0.203, 0.335]"
"random_sd","sd(modality1) | pcn_ID","—","—","0.324 [0.262, 0.393]","0.329 [0.268, 0.396]","0.329 [0.268, 0.396]"
"random_sd","sd(modality2) | concept","—","—","0.209 [0.143, 0.279]","0.2 [0.136, 0.268]","0.2 [0.136, 0.268]"
"random_sd","sd(modality2) | pcn_ID","—","—","0.355 [0.293, 0.424]","0.364 [0.303, 0.432]","0.364 [0.303, 0.432]"
"random_cor","cor(Familiarity x BFI_extra) | SessionID","—","—","-0.035 [-0.621, 0.569]","—","—"
"random_cor","cor(Intercept x BFI_extra) | SessionID","—","—","0.135 [-0.472, 0.656]","—","—"
"random_cor","cor(Intercept x Familiarity) | SessionID","—","—","0.024 [-0.535, 0.555]","—","—"
"random_cor","cor(Intercept x correction2M1) | concept","—","-0.445 [-0.812, 0.141]","-0.294 [-0.685, 0.237]","—","—"
"random_cor","cor(Intercept x correction2M1) | pcn_ID","—","0.228 [-0.231, 0.623]","0.142 [-0.297, 0.536]","—","—"
"random_cor","cor(Intercept x correction3M2) | concept","—","-0.485 [-0.840, 0.106]","-0.330 [-0.739, 0.261]","—","—"
"random_cor","cor(Intercept x correction3M2) | pcn_ID","—","0.096 [-0.425, 0.568]","0.025 [-0.411, 0.450]","—","—"
"random_cor","cor(Intercept x expressibility_z) | pcn_ID","—","—","-0.307 [-0.586, 0.008]","—","—"
"random_cor","cor(Intercept x modality1) | concept","—","—","0.494 [0.251, 0.699] *","—","—"
"random_cor","cor(Intercept x modality1) | pcn_ID","—","—","0.098 [-0.149, 0.342]","—","—"
"random_cor","cor(Intercept x modality2) | concept","—","—","0.319 [0.046, 0.563] *","—","—"
"random_cor","cor(Intercept x modality2) | pcn_ID","—","—","-0.109 [-0.370, 0.155]","—","—"
"random_cor","cor(correction2M1 x correction3M2) | concept","—","0.152 [-0.423, 0.670]","0.053 [-0.485, 0.583]","—","—"
"random_cor","cor(correction2M1 x correction3M2) | pcn_ID","—","0.256 [-0.368, 0.741]","0.129 [-0.383, 0.597]","—","—"
"random_cor","cor(correction2M1 x expressibility_z) | pcn_ID","—","—","-0.187 [-0.603, 0.290]","—","—"
"random_cor","cor(correction2M1 x modality1) | concept","—","—","0.053 [-0.452, 0.514]","—","—"
"random_cor","cor(correction2M1 x modality1) | pcn_ID","—","—","0.128 [-0.287, 0.511]","—","—"
"random_cor","cor(correction2M1 x modality2) | concept","—","—","-0.176 [-0.621, 0.343]","—","—"
"random_cor","cor(correction2M1 x modality2) | pcn_ID","—","—","-0.164 [-0.548, 0.271]","—","—"
"random_cor","cor(correction3M2 x expressibility_z) | pcn_ID","—","—","-0.166 [-0.588, 0.317]","—","—"
"random_cor","cor(correction3M2 x modality1) | concept","—","—","-0.149 [-0.619, 0.375]","—","—"
"random_cor","cor(correction3M2 x modality1) | pcn_ID","—","—","-0.180 [-0.588, 0.291]","—","—"
"random_cor","cor(correction3M2 x modality2) | concept","—","—","-0.179 [-0.649, 0.373]","—","—"
"random_cor","cor(correction3M2 x modality2) | pcn_ID","—","—","-0.298 [-0.666, 0.193]","—","—"
"random_cor","cor(modality1 x expressibility_z) | pcn_ID","—","—","0.033 [-0.257, 0.322]","—","—"
"random_cor","cor(modality1 x modality2) | concept","—","—","0.099 [-0.253, 0.464]","—","—"
"random_cor","cor(modality1 x modality2) | pcn_ID","—","—","0.110 [-0.139, 0.364]","—","—"
"random_cor","cor(modality2 x expressibility_z) | pcn_ID","—","—","-0.081 [-0.365, 0.209]","—","—"
