FILE,NEWBEGIN,NEWEND,audio,video,bb,audio_begin_time,audio_end_time,video_begin_time,video_end_time,bb_begin_time,bb_end_time,sessionID,part,trial,pcn,concept,correction
18_2_rein_trial_88_p0_weten_combinatie_c1_final,-0.8,0.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_88_Mic_nominal_srate16000_p0_weten_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_88_MyWebcamFrameStream_nominal_srate500_p0_weten_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_88_BalanceBoard_stream_nominal_srate100_p0_weten_combinatie_c1.csv,21157.89579489488,21165.87661624124,21157.869921213554,21165.850698537462,21157.7926945032,21165.77337972665,18_2_rein,2,88,p0,weten,c1
18_2_rein_trial_89_p0_weten_combinatie_c2_final,-0.6,0.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_89_Mic_nominal_srate16000_p0_weten_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_89_MyWebcamFrameStream_nominal_srate500_p0_weten_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_89_BalanceBoard_stream_nominal_srate100_p0_weten_combinatie_c2.csv,21174.42855667804,21180.473133959487,21174.40267487338,21180.44722243609,21174.32464518621,21180.369472337035,18_2_rein,2,89,p0,weten,c2
18_2_rein_trial_95_p1_niet_combinatie_c2_final,-1.0,0.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_95_Mic_nominal_srate16000_p1_niet_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_95_MyWebcamFrameStream_nominal_srate500_p1_niet_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_95_BalanceBoard_stream_nominal_srate100_p1_niet_combinatie_c2.csv,21278.490237809183,21285.28612973112,21278.464316499914,21285.260223947607,21278.38617714389,21285.18359799574,18_2_rein,2,95,p1,niet,c2
18_2_rein_trial_97_p1_stil_combinatie_c1_final,-0.5,0.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_97_Mic_nominal_srate16000_p1_stil_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_97_MyWebcamFrameStream_nominal_srate500_p1_stil_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_97_BalanceBoard_stream_nominal_srate100_p1_stil_combinatie_c1.csv,21308.344283466024,21311.33453897144,21308.318399896525,21311.308631089403,21308.241401279764,21311.23135733276,18_2_rein,2,97,p1,stil,c1
18_2_rein_trial_102_p1_lopen_combinatie_c1_final,-0.7,0.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_102_Mic_nominal_srate16000_p1_lopen_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_102_MyWebcamFrameStream_nominal_srate500_p1_lopen_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_102_BalanceBoard_stream_nominal_srate100_p1_lopen_combinatie_c1.csv,21355.62714818402,21360.92732797439,21355.601241134536,21360.901435087875,21355.527177350727,21360.827535381075,18_2_rein,2,102,p1,lopen,c1
18_2_rein_trial_103_p1_lopen_combinatie_c2_final,-1.0,0.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_103_Mic_nominal_srate16000_p1_lopen_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_103_MyWebcamFrameStream_nominal_srate500_p1_lopen_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\18_2_rein_trial_103_BalanceBoard_stream_nominal_srate100_p1_lopen_combinatie_c2.csv,21366.398207601706,21375.87350059079,21366.37231384717,21375.847607369604,21366.294834512388,21375.77128196046,18_2_rein,2,103,p1,lopen,c2
49_2_rein_trial_24_p1_bitter_geluiden_c0_final,0.0,-3.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_24_Mic_nominal_srate16000_p1_bitter_geluiden_c0.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_24_MyWebcamFrameStream_nominal_srate500_p1_bitter_geluiden_c0.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_24_BalanceBoard_stream_nominal_srate100_p1_bitter_geluiden_c0.csv,102728.55144277916,102735.6594454221,102728.52519166972,102735.63321623398,102728.49995634596,102735.60890814004,49_2_rein,2,24,p1,bitter,c0
49_2_rein_trial_25_p1_bitter_geluiden_c1_final,0.0,-2.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_25_Mic_nominal_srate16000_p1_bitter_geluiden_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_25_MyWebcamFrameStream_nominal_srate500_p1_bitter_geluiden_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_25_BalanceBoard_stream_nominal_srate100_p1_bitter_geluiden_c1.csv,102751.56992408738,102757.04292512724,102751.54366388817,102757.01671501188,102751.5190180999,102756.99166867684,49_2_rein,2,25,p1,bitter,c1
49_2_rein_trial_27_p1_ei_geluiden_c0_final,0.0,-1.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_27_Mic_nominal_srate16000_p1_ei_geluiden_c0.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_27_MyWebcamFrameStream_nominal_srate500_p1_ei_geluiden_c0.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_27_BalanceBoard_stream_nominal_srate100_p1_ei_geluiden_c0.csv,102784.06455156856,102788.42324559564,102784.03830219456,102788.39700247168,102784.01419695682,102788.37368632018,49_2_rein,2,27,p1,ei,c0
49_2_rein_trial_37_p1_stil_geluiden_c1_final,0.0,-5.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_37_Mic_nominal_srate16000_p1_stil_geluiden_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_37_MyWebcamFrameStream_nominal_srate500_p1_stil_geluiden_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_37_BalanceBoard_stream_nominal_srate100_p1_stil_geluiden_c1.csv,102985.12004171942,102992.64148022786,102985.093801669,102992.61526873428,102985.06955709032,102992.59196976942,49_2_rein,2,37,p1,stil,c1
49_2_rein_trial_39_p1_slapen_geluiden_c0_final,0.0,0.5,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_39_Mic_nominal_srate16000_p1_slapen_geluiden_c0.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_39_MyWebcamFrameStream_nominal_srate500_p1_slapen_geluiden_c0.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_39_BalanceBoard_stream_nominal_srate100_p1_slapen_geluiden_c0.csv,103020.16031138456,103023.94532421608,103020.13408565611,103023.919019142,103020.10982687502,103023.8939804639,49_2_rein,2,39,p1,slapen,c0
49_2_rein_trial_60_p1_zout_gebaren_c2_final,1.0,0.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_60_Mic_nominal_srate16000_p1_zout_gebaren_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_60_MyWebcamFrameStream_nominal_srate500_p1_zout_gebaren_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_60_BalanceBoard_stream_nominal_srate100_p1_zout_gebaren_c2.csv,103246.17915624348,103251.72261001736,103246.15290639068,103251.69639047828,103246.1287673265,103251.67285388998,49_2_rein,2,60,p1,zout,c2
49_2_rein_trial_84_p1_kind_combinatie_c1_final,-1.5,0.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_84_Mic_nominal_srate16000_p1_kind_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_84_MyWebcamFrameStream_nominal_srate500_p1_kind_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_84_BalanceBoard_stream_nominal_srate100_p1_kind_combinatie_c1.csv,103589.74843394935,103597.72216744648,103589.72220556725,103597.6959194586,103589.69726207452,103597.6719366684,49_2_rein,2,84,p1,kind,c1
49_2_rein_trial_89_p1_berg_combinatie_c2_final,-2.0,2.0,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_89_Mic_nominal_srate16000_p1_berg_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_89_MyWebcamFrameStream_nominal_srate500_p1_berg_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing\data\Data_processed\Data_trials\49_2_rein_trial_89_BalanceBoard_stream_nominal_srate100_p1_berg_combinatie_c2.csv,103659.62423870793,103667.3012205816,103659.59801903716,103667.27500220192,103659.5746816358,103667.2502402427,49_2_rein,2,89,p1,berg,c2
