FILE, NEWBEGIN, NEWEND,Unnamed: 3,audio,video,bb,audio_begin_time,audio_end_time,video_begin_time,video_end_time,bb_begin_time,bb_end_time,sessionID,part,trial,pcn,concept,correction
30_2_trial_83_p0_vlieg_combinatie_c1_cut13_final.avi,5.0,0.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\30_2_trial_83_Mic_nominal_srate16000_p0_vlieg_combinatie_c1_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\30_2_trial_83_MyWebcamFrameStream_nominal_srate500_p0_vlieg_combinatie_c1_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\30_2_trial_83_BalanceBoard_stream_nominal_srate100_p0_vlieg_combinatie_c1_cut13.csv,6272.660127436015,6289.556447725627,6272.647813129821,6289.530004282424,6272.589495078324,6289.472529109284,30_2,2,83,p0,vlieg,c1
31_1_trial_12_p1_man_gebaren_cut13_final.avi,3.0,0.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\31_1_trial_12_Mic_nominal_srate16000_p1_man_gebaren_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\31_1_trial_12_MyWebcamFrameStream_nominal_srate500_p1_man_gebaren_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\31_1_trial_12_BalanceBoard_stream_nominal_srate100_p1_man_gebaren_cut13.csv,102246.81381844514,102255.48080392485,102246.801877027,102255.4563928197,102246.7434599701,102255.39975642716,31_1,1,12,p1,man,
45_1_trial_47_p1_ver_geluiden_cut13_final.avi,1.0,-1.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_1_trial_47_Mic_nominal_srate16000_p1_ver_geluiden_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_1_trial_47_MyWebcamFrameStream_nominal_srate500_p1_ver_geluiden_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_1_trial_47_BalanceBoard_stream_nominal_srate100_p1_ver_geluiden_cut13.csv,15062.53786196994,15069.527131342536,15062.530679138152,15069.502106490194,15062.503280865802,15069.469266333675,45_1,1,47,p1,ver,
45_2_trial_7_p0_verbranden_geluiden_c0_cut13_final.avi,18.0,0.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_2_trial_7_Mic_nominal_srate16000_p0_verbranden_geluiden_c0_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_2_trial_7_MyWebcamFrameStream_nominal_srate500_p0_verbranden_geluiden_c0_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_2_trial_7_BalanceBoard_stream_nominal_srate100_p0_verbranden_geluiden_c0_cut13.csv,15956.93682597802,15979.19976664818,15956.92170550569,15979.173535477456,15956.871080331792,15979.11825333012,45_2,2,7,p0,verbranden,c0
62_1_trial_38_p0_walgen_geluiden_cut13_final.avi,48.0,0.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\62_1_trial_38_Mic_nominal_srate16000_p0_walgen_geluiden_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\62_1_trial_38_MyWebcamFrameStream_nominal_srate500_p0_walgen_geluiden_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\62_1_trial_38_BalanceBoard_stream_nominal_srate100_p0_walgen_geluiden_cut13.csv,3974.4504755888106,4030.5170387919816,3974.42884223341,4030.491372161006,3974.410977151408,4030.466850439037,62_1,1,38,p0,walgen,
33_2_trial_26_p1_man_gebaren_c2_cut13_final.avi,8.0,-9.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\33_2_trial_26_Mic_nominal_srate16000_p1_man_gebaren_c2_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\33_2_trial_26_MyWebcamFrameStream_nominal_srate500_p1_man_gebaren_c2_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\33_2_trial_26_BalanceBoard_stream_nominal_srate100_p1_man_gebaren_c2_cut13.csv,20983.591287013667,21008.906596970977,20983.57893767196,21008.86984639708,20983.513324743828,21008.809964987136,33_2,2,26,p1,man,c2
56_2_trial_9_p0_man_geluiden_c1_cut13_final.avi,-5.0,5.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_9_Mic_nominal_srate16000_p0_man_geluiden_c1_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_9_MyWebcamFrameStream_nominal_srate500_p0_man_geluiden_c1_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_9_BalanceBoard_stream_nominal_srate100_p0_man_geluiden_c1_cut13.csv,10757.823316612375,10799.431378240735,10757.779242238594,10799.391632970302,10757.720485897327,10799.335386757331,56_2,2,9,p0,man,c1
59_2_trial_42_p0_staan_geluiden_c0_cut13_final.avi,-5.0,5.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\59_2_trial_42_Mic_nominal_srate16000_p0_staan_geluiden_c0_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\59_2_trial_42_MyWebcamFrameStream_nominal_srate500_p0_staan_geluiden_c0_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\59_2_trial_42_BalanceBoard_stream_nominal_srate100_p0_staan_geluiden_c0_cut13.csv,6451.508457682967,6492.335293644667,6451.49408859361,6492.295238316579,6451.458143994682,6492.250556290909,59_2,2,42,p0,staan,c0
24_1_trial_24_p0_vallen_gebaren_cut13_final.avi,1.0,-1.7,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_24_Mic_nominal_srate16000_p0_vallen_gebaren_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_24_MyWebcamFrameStream_nominal_srate500_p0_vallen_gebaren_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_24_BalanceBoard_stream_nominal_srate100_p0_vallen_gebaren_cut13.csv,15748.843295216022,15755.44136346721,15748.81984295386,15755.406651797455,15748.724673745672,15755.311823300097,24_1,1,24,p0,vallen,
66_2_trial_100_p1_vallen_geluiden_c2_cut13_final.avi,1.0,1.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\66_2_trial_100_Mic_nominal_srate16000_p1_vallen_geluiden_c2_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\66_2_trial_100_MyWebcamFrameStream_nominal_srate500_p1_vallen_geluiden_c2_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\66_2_trial_100_BalanceBoard_stream_nominal_srate100_p1_vallen_geluiden_c2_cut13.csv,13326.269618487104,13329.944321733152,13326.252109265406,13329.910862107476,13326.20659113198,13329.861598827789,66_2,2,100,p1,vallen,c2
6_2_trial_14_p0_bang_geluiden_c1_cut13_final.avi,0.0,-11.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_14_Mic_nominal_srate16000_p0_bang_geluiden_c1_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_14_MyWebcamFrameStream_nominal_srate500_p0_bang_geluiden_c1_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_14_BalanceBoard_stream_nominal_srate100_p0_bang_geluiden_c1_cut13.csv,5175.9607274529335,5194.404862417543,5175.942690467963,5194.366853264948,5175.885229320546,5194.308015847415,6_2,2,14,p0,bang,c1
18_2_rein_trial_28_p1_ver_geluiden_c2_cut13_final.avi,0.0,-7.5,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_rein_trial_28_Mic_nominal_srate16000_p1_ver_geluiden_c2_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_rein_trial_28_MyWebcamFrameStream_nominal_srate500_p1_ver_geluiden_c2_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_rein_trial_28_BalanceBoard_stream_nominal_srate100_p1_ver_geluiden_c2_cut13.csv,20495.850182876813,20509.81589222056,20495.83109125653,20509.779263211665,20495.769071664097,20509.688951290864,18_2_rein,2,28,p1,ver,c2
24_2_trial_33_p1_verdrietig_geluiden_c1_cut13_final.avi,0.0,-22.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_2_trial_33_Mic_nominal_srate16000_p1_verdrietig_geluiden_c1_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_2_trial_33_MyWebcamFrameStream_nominal_srate500_p1_verdrietig_geluiden_c1_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_2_trial_33_BalanceBoard_stream_nominal_srate100_p1_verdrietig_geluiden_c1_cut13.csv,18126.65677442653,18155.754135160445,18126.63575196921,18155.715601695018,18126.608099581703,18155.66653527919,24_2,2,33,p1,verdrietig,c1
27_1_trial_53_p1_staan_geluiden_cut13_final.avi,0.0,-4.5,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\27_1_trial_53_Mic_nominal_srate16000_p1_staan_geluiden_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\27_1_trial_53_MyWebcamFrameStream_nominal_srate500_p1_staan_geluiden_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\27_1_trial_53_BalanceBoard_stream_nominal_srate100_p1_staan_geluiden_cut13.csv,86808.55502410873,86815.97219986032,86808.53304298047,86815.92902894353,86808.52661334837,86815.91631581327,27_1,1,53,p1,staan,
54_1_trial_11_p1_bitter_gebaren_cut13_final.avi,0.0,-5.0,,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\54_1_trial_11_Mic_nominal_srate16000_p1_bitter_gebaren_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\54_1_trial_11_MyWebcamFrameStream_nominal_srate500_p1_bitter_gebaren_cut13.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\54_1_trial_11_BalanceBoard_stream_nominal_srate100_p1_bitter_gebaren_cut13.csv,15301.558918073442,15312.115168987386,15301.53433834745,15312.06991756426,15301.532685225997,15312.074650933931,54_1,1,11,p1,bitter,
