"term_type","parameter","m0","m1","m2","m3","m4"
"random_sd","sd(modality2) | pcn_ID","—","—","0.196 [0.153, 0.243]","0.204 [0.162, 0.249]","0.203 [0.161, 0.25]"
"random_sd","sd(modality2:expressibility_z) | pcn_ID","—","—","—","—","0.157 [0.104, 0.21]"
"random_cor","cor(Familiarity x BFI_extra) | SessionID","—","—","-0.052 [-0.621, 0.547]","—","—"
"random_cor","cor(Intercept x BFI_extra) | SessionID","—","—","0.116 [-0.525, 0.680]","—","—"
"random_cor","cor(Intercept x Familiarity) | SessionID","—","—","0.038 [-0.529, 0.586]","—","—"
"random_cor","cor(Intercept x correction2M1) | concept","—","-0.582 [-0.851, -0.201] *","-0.407 [-0.731, 0.013]","—","—"
"random_cor","cor(Intercept x correction2M1) | pcn_ID","—","-0.076 [-0.611, 0.505]","-0.042 [-0.517, 0.453]","—","—"
"random_cor","cor(Intercept x correction3M2) | concept","—","-0.405 [-0.807, 0.228]","-0.234 [-0.681, 0.334]","—","—"
"random_cor","cor(Intercept x correction3M2) | pcn_ID","—","-0.021 [-0.591, 0.558]","0.008 [-0.502, 0.508]","—","—"
"random_cor","cor(Intercept x expressibility_z) | pcn_ID","—","—","-0.104 [-0.441, 0.252]","—","—"
"random_cor","cor(Intercept x modality1) | concept","—","—","0.640 [0.396, 0.832] *","—","—"
"random_cor","cor(Intercept x modality1) | pcn_ID","—","—","0.158 [-0.092, 0.398]","—","—"
"random_cor","cor(Intercept x modality2) | concept","—","—","0.614 [0.406, 0.781] *","—","—"
"random_cor","cor(Intercept x modality2) | pcn_ID","—","—","0.195 [-0.079, 0.451]","—","—"
"random_cor","cor(correction2M1 x correction3M2) | concept","—","0.237 [-0.342, 0.727]","0.097 [-0.445, 0.603]","—","—"
"random_cor","cor(correction2M1 x correction3M2) | pcn_ID","—","0.038 [-0.575, 0.625]","0.011 [-0.521, 0.543]","—","—"
"random_cor","cor(correction2M1 x expressibility_z) | pcn_ID","—","—","-0.038 [-0.541, 0.471]","—","—"
"random_cor","cor(correction2M1 x modality1) | concept","—","—","-0.202 [-0.622, 0.254]","—","—"
"random_cor","cor(correction2M1 x modality1) | pcn_ID","—","—","0.149 [-0.391, 0.598]","—","—"
"random_cor","cor(correction2M1 x modality2) | concept","—","—","-0.136 [-0.552, 0.304]","—","—"
"random_cor","cor(correction2M1 x modality2) | pcn_ID","—","—","-0.074 [-0.547, 0.442]","—","—"
"random_cor","cor(correction3M2 x expressibility_z) | pcn_ID","—","—","-0.117 [-0.615, 0.435]","—","—"
"random_cor","cor(correction3M2 x modality1) | concept","—","—","-0.219 [-0.675, 0.364]","—","—"
"random_cor","cor(correction3M2 x modality1) | pcn_ID","—","—","-0.053 [-0.545, 0.462]","—","—"
"random_cor","cor(correction3M2 x modality2) | concept","—","—","-0.082 [-0.573, 0.441]","—","—"
"random_cor","cor(correction3M2 x modality2) | pcn_ID","—","—","-0.150 [-0.626, 0.394]","—","—"
"random_cor","cor(modality1 x expressibility_z) | pcn_ID","—","—","0.083 [-0.261, 0.422]","—","—"
"random_cor","cor(modality1 x modality2) | concept","—","—","0.313 [-0.048, 0.654]","—","—"
"random_cor","cor(modality1 x modality2) | pcn_ID","—","—","0.155 [-0.119, 0.441]","—","—"
"random_cor","cor(modality2 x expressibility_z) | pcn_ID","—","—","0.243 [-0.121, 0.581]","—","—"
