TrialID,response_time_sec,prep_time_sec
2_2_7_p0,3.887,6.294
2_2_8_p0,6.068,5.751
2_2_9_p0,15.468,20.05
2_2_10_p0,7.859,8.616
2_2_11_p0,12.424,8.523
2_2_12_p0,7.531,3.114
2_2_13_p0,1.65,5.046
2_2_14_p0,11.977,4.055
2_2_15_p0,2.461,4.241
2_2_16_p0,1.598,4.269
2_2_17_p0,1.489,2.309
2_2_18_p0,2.333,2.643
2_2_21_p1,12.794,3.096
2_2_22_p1,16.949,2.47
2_2_23_p1,2.123,1.757
2_2_24_p1,5.395,4.486
2_2_25_p1,2.561,0.638
2_2_26_p1,2.314,12.23
2_2_27_p1,17.283,5.458
2_2_28_p1,14.659,5.514
2_2_29_p1,10.566,3.415
2_2_30_p1,4.592,7.401
2_2_31_p1,2.543,3.056
2_2_32_p1,4.815,3.205
2_2_33_p1,15.366,2.152
2_2_34_p1,7.0,10.673
2_2_35_p1,6.043,6.472
2_2_36_p1,2.294,1.991
2_2_41_p0,2.731,6.955
2_2_42_p0,12.704,1.446
2_2_43_p0,18.364,15.154
2_2_44_p0,5.402,4.601
2_2_45_p0,4.757,3.844
2_2_46_p0,2.259,3.196
2_2_47_p0,5.973,3.431
2_2_48_p0,3.775,9.676
2_2_49_p0,10.926,15.419
2_2_50_p0,8.642,17.753
2_2_51_p0,14.415,7.689
2_2_52_p0,14.369,18.033
2_2_53_p0,1.939,4.568
2_2_60_p1,2.752,3.415
2_2_61_p1,3.093,3.343
2_2_62_p1,3.33,0.884
2_2_63_p1,1.869,2.432
2_2_64_p1,3.258,3.491
2_2_65_p1,3.6,1.308
2_2_66_p1,4.326,0.62
2_2_67_p1,12.792,5.47
2_2_68_p1,9.583,0.447
2_2_69_p1,4.166,3.741
2_2_70_p1,3.363,2.97
2_2_71_p1,1.88,3.482
2_2_72_p1,5.06,3.516
2_2_77_p0,1.963,2.904
2_2_78_p0,2.316,4.028
2_2_79_p0,5.73,0.573
2_2_80_p0,2.446,0.34
2_2_81_p0,3.471,5.821
2_2_82_p0,20.003,0.384
2_2_83_p0,0.938,1.049
2_2_84_p0,5.065,4.02
2_2_85_p0,1.948,0.865
2_2_86_p0,2.382,4.64
2_2_87_p0,1.692,0.485
2_2_88_p0,1.285,4.861
2_2_89_p0,2.073,3.787
2_2_90_p0,3.378,0.688
2_2_91_p0,5.52,5.355
2_2_95_p1,2.753,3.336
2_2_96_p1,3.066,3.869
2_2_97_p1,9.542,0.854
2_2_98_p1,1.745,3.744
2_2_99_p1,2.5,2.687
2_2_100_p1,3.811,2.834
2_2_101_p1,1.923,2.317
2_2_102_p1,1.805,5.215
2_2_103_p1,2.62,4.103
2_2_104_p1,11.35,2.155
2_2_105_p1,6.172,3.115
30_2_6_p0,5.485,1.399
30_2_7_p0,12.001,0.365
30_2_8_p0,2.093,2.029
30_2_9_p0,3.198,1.513
30_2_10_p0,14.804,0.836
30_2_11_p0,3.579,1.26
30_2_12_p0,2.718,2.033
30_2_13_p0,4.029,1.077
30_2_14_p0,4.005,1.325
30_2_15_p0,6.473,1.417
30_2_16_p0,6.2,0.857
30_2_17_p0,11.953,1.29
30_2_18_p0,3.428,1.374
30_2_19_p0,2.268,1.919
30_2_20_p0,5.961,0.693
30_2_26_p1,1.358,11.191
30_2_27_p1,7.826,37.288
30_2_28_p1,6.282,0.758
30_2_29_p1,1.831,9.227
30_2_30_p1,1.254,4.152
30_2_31_p1,2.362,1.915
30_2_32_p1,1.669,5.803
30_2_33_p1,3.325,0.386
30_2_34_p1,4.642,11.874
30_2_35_p1,10.466,0.695
30_2_36_p1,4.739,12.095
30_2_37_p1,13.712,6.307
30_2_38_p1,2.317,5.82
30_2_39_p1,2.76,3.622
30_2_40_p1,2.124,3.735
30_2_44_p0,2.321,1.663
30_2_45_p0,1.504,1.458
30_2_46_p0,1.11,1.565
30_2_47_p0,5.812,1.448
30_2_48_p0,7.499,1.253
30_2_49_p0,23.098,0.677
30_2_50_p0,1.815,2.156
30_2_51_p0,10.1,0.864
30_2_52_p0,1.943,0.888
30_2_53_p0,1.531,1.45
30_2_54_p0,2.031,1.099
30_2_55_p0,15.685,1.019
30_2_56_p0,2.36,2.897
30_2_63_p1,5.706,6.416
30_2_64_p1,9.791,12.046
30_2_65_p1,4.276,2.366
30_2_66_p1,1.517,10.334
30_2_67_p1,2.029,0.771
30_2_68_p1,1.873,8.123
30_2_69_p1,1.358,3.217
30_2_70_p1,3.333,1.608
30_2_71_p1,1.812,1.329
30_2_72_p1,2.74,4.74
30_2_73_p1,4.404,1.779
30_2_74_p1,0.992,1.279
30_2_75_p1,2.66,10.945
30_2_76_p1,1.776,1.053
30_2_77_p1,3.307,2.823
30_2_78_p1,5.134,7.493
30_2_79_p1,1.412,2.481
30_2_82_p0,1.831,1.537
30_2_83_p0,3.673,0.85
30_2_84_p0,2.125,0.583
30_2_85_p0,6.42,1.147
30_2_86_p0,3.109,1.6
30_2_87_p0,1.288,0.756
30_2_88_p0,2.319,1.13
30_2_89_p0,2.416,0.902
30_2_90_p0,1.951,1.358
30_2_91_p0,2.538,1.42
30_2_92_p0,1.867,1.071
30_2_93_p0,2.598,1.109
30_2_96_p1,1.871,4.211
30_2_97_p1,2.937,1.692
30_2_98_p1,9.009,1.346
30_2_99_p1,1.438,3.958
30_2_100_p1,1.421,4.572
30_2_101_p1,1.888,1.265
30_2_102_p1,6.261,1.01
30_2_103_p1,4.405,2.794
30_2_104_p1,4.125,0.066
30_2_105_p1,2.568,7.927
30_2_106_p1,3.079,0.688
30_2_107_p1,1.344,1.694
30_2_108_p1,1.76,2.391
30_2_109_p1,4.979,1.257
30_2_110_p1,1.415,1.029
31_2_5_p0,3.335,6.799
31_2_6_p0,14.329,3.178
31_2_7_p0,1.648,26.043
31_2_8_p0,6.629,4.487
31_2_9_p0,3.029,0.766
31_2_10_p0,4.803,1.105
31_2_11_p0,3.754,15.722
31_2_12_p0,22.154,5.572
31_2_13_p0,31.247,9.539
31_2_14_p0,3.914,21.457
31_2_15_p0,2.447,0.752
31_2_16_p0,18.295,11.365
31_2_17_p0,2.78,2.968
31_2_18_p0,16.971,2.358
31_2_19_p0,8.153,2.068
31_2_20_p0,1.997,2.475
31_2_24_p1,2.121,5.791
31_2_25_p1,21.451,6.984
31_2_26_p1,3.046,26.875
31_2_27_p1,2.938,8.359
31_2_28_p1,5.077,9.565
31_2_29_p1,2.251,12.048
31_2_30_p1,1.82,2.699
31_2_31_p1,5.304,2.867
31_2_32_p1,8.687,11.761
31_2_33_p1,3.932,1.694
31_2_34_p1,2.86,2.479
31_2_35_p1,2.309,1.75
31_2_40_p0,2.624,2.395
31_2_41_p0,5.067,21.354
31_2_42_p0,8.117,1.441
31_2_43_p0,2.199,30.486
31_2_44_p0,1.396,6.967
31_2_45_p0,1.467,0.822
31_2_46_p0,19.007,0.996
31_2_47_p0,2.008,4.59
31_2_48_p0,2.584,1.758
31_2_49_p0,2.365,12.501
31_2_50_p0,2.577,1.319
31_2_51_p0,6.535,1.853
31_2_52_p0,3.28,3.012
31_2_53_p0,1.133,0.773
31_2_58_p1,2.764,2.05
31_2_59_p1,5.535,13.298
31_2_60_p1,33.678,16.947
31_2_61_p1,7.761,33.458
31_2_62_p1,6.656,8.554
31_2_63_p1,8.511,15.146
31_2_64_p1,16.214,24.202
31_2_65_p1,6.304,19.089
31_2_66_p1,36.163,13.909
31_2_67_p1,18.265,12.994
31_2_68_p1,4.295,12.46
31_2_69_p1,17.497,1.149
31_2_70_p1,5.922,2.193
31_2_71_p1,32.556,8.54
31_2_72_p1,11.936,1.608
31_2_73_p1,6.656,24.19
31_2_74_p1,15.509,2.228
31_2_75_p1,3.824,9.012
31_2_76_p1,4.624,7.561
31_2_81_p0,2.782,4.094
31_2_82_p0,18.259,4.386
31_2_83_p0,3.145,9.422
31_2_84_p0,1.5,4.152
31_2_85_p0,1.316,4.719
31_2_86_p0,18.114,0.834
31_2_87_p0,3.759,11.332
31_2_88_p0,2.695,3.136
31_2_89_p0,4.25,3.493
31_2_90_p0,6.129,1.838
31_2_91_p0,3.504,2.216
31_2_92_p0,2.414,1.77
31_2_99_p1,1.849,3.269
31_2_100_p1,4.99,9.777
31_2_101_p1,4.561,15.133
31_2_102_p1,2.575,4.373
31_2_103_p1,2.755,4.238
31_2_104_p1,2.444,9.373
31_2_105_p1,1.204,4.014
31_2_106_p1,1.493,3.217
31_2_107_p1,3.924,3.282
31_2_108_p1,13.525,12.012
31_2_109_p1,3.012,3.842
31_2_110_p1,2.447,2.085
32_2_4_p0,5.115,2.447
32_2_5_p0,3.649,1.147
32_2_6_p0,5.838,3.872
32_2_7_p0,3.926,3.956
32_2_8_p0,3.212,2.271
32_2_9_p0,2.009,1.011
32_2_10_p0,3.947,0.743
32_2_11_p0,1.951,2.848
32_2_12_p0,4.656,1.112
32_2_13_p0,5.472,2.932
32_2_14_p0,1.984,1.775
32_2_15_p0,2.602,1.884
32_2_22_p1,1.615,3.724
32_2_23_p1,2.454,5.719
32_2_24_p1,9.458,4.383
32_2_25_p1,2.222,6.516
32_2_26_p1,2.043,1.041
32_2_27_p1,2.26,4.602
32_2_28_p1,1.974,3.172
32_2_29_p1,2.202,2.13
32_2_30_p1,1.762,0.911
32_2_31_p1,2.14,2.608
32_2_32_p1,1.498,0.965
32_2_33_p1,1.896,3.193
32_2_34_p1,2.435,0.63
32_2_37_p0,2.38,3.265
32_2_38_p0,4.025,0.852
32_2_39_p0,5.894,1.684
32_2_40_p0,3.53,2.926
32_2_41_p0,7.862,2.455
32_2_42_p0,7.473,5.904
32_2_43_p0,2.522,3.116
32_2_44_p0,3.397,1.771
32_2_45_p0,1.985,3.638
32_2_46_p0,3.447,2.566
32_2_47_p0,2.58,1.524
32_2_48_p0,4.948,2.692
32_2_49_p0,3.149,1.879
32_2_54_p1,1.191,3.403
32_2_55_p1,3.356,0.62
32_2_56_p1,3.534,2.243
32_2_57_p1,2.334,0.612
32_2_58_p1,0.972,2.345
32_2_59_p1,2.022,4.304
32_2_60_p1,5.697,2.727
32_2_61_p1,9.905,1.578
32_2_62_p1,2.235,1.932
32_2_63_p1,1.779,2.759
32_2_64_p1,2.338,4.575
32_2_65_p1,10.226,1.908
32_2_72_p0,3.634,3.666
32_2_73_p0,1.885,1.518
32_2_74_p0,3.096,6.632
32_2_75_p0,4.353,3.783
32_2_76_p0,7.442,7.346
32_2_77_p0,3.944,4.021
32_2_78_p0,5.229,2.786
32_2_79_p0,6.177,1.881
32_2_80_p0,4.018,6.203
32_2_81_p0,9.915,1.792
32_2_82_p0,1.969,1.21
32_2_83_p0,3.483,2.72
32_2_84_p0,2.099,1.181
32_2_85_p0,1.769,4.647
32_2_86_p0,2.134,3.951
32_2_87_p0,11.447,2.152
32_2_88_p0,4.305,3.028
32_2_89_p0,5.183,1.846
32_2_90_p0,8.054,1.225
32_2_95_p1,1.592,5.14
32_2_96_p1,4.335,1.025
32_2_97_p1,8.064,1.942
32_2_98_p1,1.547,2.762
32_2_99_p1,1.979,1.406
32_2_100_p1,1.163,2.994
32_2_101_p1,8.929,2.524
32_2_102_p1,2.438,0.467
32_2_103_p1,2.652,0.77
32_2_104_p1,1.009,3.839
32_2_105_p1,1.485,0.214
32_2_106_p1,6.58,0.756
32_2_107_p1,3.012,2.861
32_2_108_p1,5.826,2.58
32_2_109_p1,2.551,4.394
32_2_110_p1,4.648,0.51
32_2_111_p1,9.389,0.549
32_2_112_p1,6.206,2.566
32_2_113_p1,2.575,0.746
32_2_114_p1,2.179,4.712
33_2_6_p0,2.405,3.548
33_2_7_p0,5.938,2.477
33_2_8_p0,7.521,3.152
33_2_9_p0,1.682,2.512
33_2_10_p0,2.138,5.362
33_2_11_p0,1.659,0.874
33_2_12_p0,1.749,2.544
33_2_13_p0,4.332,2.431
33_2_14_p0,2.432,4.496
33_2_15_p0,1.992,4.29
33_2_16_p0,4.15,1.879
33_2_17_p0,1.191,1.815
33_2_18_p0,14.891,1.057
33_2_23_p1,3.045,3.214
33_2_24_p1,2.404,10.394
33_2_25_p1,3.004,4.354
33_2_26_p1,2.646,10.514
33_2_27_p1,2.98,3.073
33_2_28_p1,3.26,3.08
33_2_29_p1,1.623,2.248
33_2_30_p1,1.848,3.32
33_2_31_p1,1.829,1.953
33_2_38_p0,1.572,2.358
33_2_39_p0,1.595,0.512
33_2_40_p0,3.344,0.948
33_2_41_p0,1.613,26.294
33_2_42_p0,4.038,0.397
33_2_43_p0,3.42,0.479
33_2_44_p0,4.134,15.294
33_2_45_p0,3.189,0.336
33_2_46_p0,3.394,0.437
33_2_47_p0,3.504,3.952
33_2_48_p0,3.47,26.265
33_2_49_p0,6.526,0.367
33_2_50_p0,1.547,7.206
33_2_51_p0,1.246,4.608
33_2_52_p0,3.01,1.358
33_2_53_p0,4.033,3.659
33_2_54_p0,0.882,2.187
33_2_57_p1,5.138,12.615
33_2_58_p1,6.237,1.428
33_2_59_p1,7.499,8.64
33_2_60_p1,6.303,3.819
33_2_61_p1,14.904,0.459
33_2_62_p1,5.581,1.963
33_2_63_p1,4.968,3.743
33_2_64_p1,1.591,1.068
33_2_65_p1,1.398,4.562
33_2_66_p1,1.352,3.721
33_2_67_p1,1.347,9.738
33_2_68_p1,4.197,3.133
33_2_69_p1,1.923,3.3
33_2_70_p1,9.567,1.105
33_2_71_p1,4.315,3.641
33_2_72_p1,3.463,3.443
33_2_73_p1,3.349,7.217
33_2_74_p1,3.316,4.955
33_2_75_p1,4.972,2.608
33_2_76_p1,6.03,1.172
33_2_80_p0,1.313,2.67
33_2_81_p0,2.086,12.683
33_2_82_p0,1.259,3.648
33_2_83_p0,6.013,2.831
33_2_84_p0,3.043,1.44
33_2_85_p0,1.246,2.026
33_2_86_p0,3.127,3.335
33_2_87_p0,0.968,0.958
33_2_88_p0,1.788,3.445
33_2_89_p0,1.234,1.172
33_2_90_p0,5.894,3.51
33_2_91_p0,1.913,2.21
33_2_92_p0,2.699,2.072
33_2_96_p1,1.123,5.043
33_2_97_p1,1.842,2.922
33_2_98_p1,1.206,2.862
33_2_99_p1,3.495,2.598
33_2_100_p1,1.166,1.173
33_2_101_p1,3.904,0.818
33_2_102_p1,1.277,3.802
33_2_103_p1,0.964,2.027
33_2_104_p1,1.737,1.602
33_2_105_p1,5.662,1.189
33_2_106_p1,1.83,3.372
33_2_107_p1,2.386,2.083
33_2_108_p1,1.311,2.031
34_2_6_p0,8.038,2.624
34_2_7_p0,7.097,0.759
34_2_8_p0,9.95,1.508
34_2_9_p0,10.329,5.425
34_2_10_p0,5.695,0.786
34_2_11_p0,7.289,1.766
34_2_12_p0,4.659,1.188
34_2_13_p0,3.481,2.196
34_2_14_p0,9.0,1.718
34_2_15_p0,5.508,1.014
34_2_16_p0,5.796,1.5
34_2_17_p0,9.65,0.841
34_2_18_p0,12.224,0.681
34_2_19_p0,3.407,3.867
34_2_20_p0,5.565,2.029
34_2_24_p1,2.261,2.104
34_2_25_p1,3.363,2.036
34_2_26_p1,11.223,0.993
34_2_27_p1,2.613,2.422
34_2_28_p1,1.727,2.609
34_2_29_p1,2.681,2.633
34_2_30_p1,3.574,1.653
34_2_31_p1,7.008,3.553
34_2_32_p1,4.862,1.556
34_2_33_p1,14.013,1.48
34_2_34_p1,3.278,3.332
34_2_35_p1,5.49,0.907
34_2_36_p1,10.472,1.975
34_2_37_p1,7.579,4.184
34_2_38_p1,4.371,2.359
34_2_39_p1,12.769,1.889
34_2_40_p1,1.826,3.473
34_2_46_p0,3.238,1.751
34_2_47_p0,3.446,2.1
34_2_48_p0,6.583,3.424
34_2_49_p0,5.882,1.216
34_2_50_p0,2.359,0.289
34_2_51_p0,8.915,1.586
34_2_52_p0,4.032,1.538
34_2_53_p0,3.23,2.865
34_2_54_p0,6.635,2.388
34_2_55_p0,12.085,2.52
34_2_56_p0,9.658,0.969
34_2_60_p1,2.023,3.438
34_2_61_p1,6.861,1.049
34_2_62_p1,34.387,1.834
34_2_63_p1,2.898,3.308
34_2_64_p1,2.203,0.861
34_2_65_p1,6.11,0.475
34_2_66_p1,2.502,2.767
34_2_67_p1,1.749,2.058
34_2_68_p1,1.651,2.542
34_2_69_p1,2.162,2.462
34_2_70_p1,2.643,2.265
34_2_73_p0,2.81,1.456
34_2_74_p0,2.874,1.078
34_2_75_p0,3.999,0.729
34_2_76_p0,3.901,1.163
34_2_77_p0,2.505,1.413
34_2_78_p0,9.256,0.361
34_2_79_p0,2.678,0.833
34_2_80_p0,6.504,3.735
34_2_81_p0,3.153,0.569
34_2_82_p0,4.141,1.249
34_2_83_p0,2.848,1.188
34_2_86_p1,1.976,1.264
34_2_87_p1,3.481,2.281
34_2_88_p1,2.319,0.634
34_2_89_p1,9.015,1.117
34_2_90_p1,2.1,2.327
34_2_91_p1,2.041,1.966
34_2_92_p1,2.495,0.724
34_2_93_p1,3.241,2.199
34_2_94_p1,2.362,5.786
34_2_95_p1,1.965,1.439
35_2_6_p0,4.546,15.877
35_2_7_p0,2.229,3.716
35_2_8_p0,1.861,2.169
35_2_9_p0,14.991,2.333
35_2_10_p0,4.142,1.614
35_2_11_p0,16.751,1.208
35_2_12_p0,16.712,3.512
35_2_13_p0,4.222,1.12
35_2_14_p0,13.375,2.211
35_2_15_p0,2.263,2.115
35_2_16_p0,1.864,1.934
35_2_17_p0,7.947,2.365
35_2_21_p1,6.591,3.523
35_2_22_p1,8.8,2.5
35_2_23_p1,2.181,2.137
35_2_24_p1,3.165,1.866
35_2_25_p1,10.766,2.843
35_2_26_p1,2.338,1.631
35_2_27_p1,1.632,3.028
35_2_28_p1,1.672,1.328
35_2_29_p1,3.325,4.486
35_2_30_p1,3.091,3.155
35_2_31_p1,2.036,4.099
35_2_32_p1,3.999,6.174
35_2_33_p1,3.138,2.615
35_2_34_p1,2.896,2.403
35_2_35_p1,2.335,1.624
35_2_36_p1,2.53,2.882
35_2_37_p1,2.602,2.036
35_2_41_p0,10.16,3.041
35_2_42_p0,7.799,2.654
35_2_43_p0,2.152,1.292
35_2_44_p0,2.204,1.838
35_2_45_p0,2.794,2.515
35_2_46_p0,4.52,0.796
35_2_47_p0,3.484,1.474
35_2_48_p0,2.755,2.531
35_2_54_p1,1.15,3.206
35_2_55_p1,1.398,2.022
35_2_56_p1,1.318,2.546
35_2_57_p1,1.641,1.657
35_2_58_p1,2.188,2.322
35_2_59_p1,2.362,2.036
35_2_60_p1,2.449,3.18
35_2_61_p1,3.218,1.484
35_2_62_p1,1.735,0.521
35_2_69_p0,2.286,2.263
35_2_70_p0,8.587,2.006
35_2_71_p0,14.601,0.667
35_2_72_p0,11.78,0.408
35_2_73_p0,6.04,2.894
35_2_74_p0,10.191,0.883
35_2_75_p0,18.769,0.818
35_2_76_p0,3.97,2.716
35_2_77_p0,17.035,0.727
35_2_78_p0,3.535,4.026
35_2_79_p0,19.925,5.539
35_2_80_p0,5.03,1.989
35_2_81_p0,9.78,2.076
35_2_82_p0,4.276,2.163
35_2_83_p0,4.038,0.687
35_2_84_p0,2.442,0.767
35_2_85_p0,2.079,2.096
35_2_92_p1,1.827,1.711
35_2_93_p1,4.944,4.588
35_2_94_p1,3.209,1.26
35_2_95_p1,6.815,1.563
35_2_96_p1,1.578,5.119
35_2_97_p1,2.055,2.953
35_2_98_p1,1.36,2.744
35_2_99_p1,1.799,3.082
35_2_100_p1,1.636,0.313
35_2_101_p1,2.903,0.965
35_2_102_p1,4.773,3.452
35_2_103_p1,2.566,1.924
35_2_104_p1,1.8,7.014
35_2_105_p1,1.581,2.605
36_2_4_p0,6.242,6.066
36_2_5_p0,4.706,4.899
36_2_6_p0,3.77,3.143
36_2_7_p0,7.174,3.506
36_2_8_p0,20.071,0.98
36_2_9_p0,25.271,1.515
36_2_10_p0,4.96,21.036
36_2_11_p0,9.126,10.832
36_2_12_p0,1.969,10.483
36_2_13_p0,9.376,10.546
36_2_14_p0,20.571,4.064
36_2_15_p0,3.206,8.117
36_2_16_p0,15.011,7.203
36_2_17_p0,2.837,8.314
36_2_18_p0,3.023,8.115
36_2_19_p0,18.303,2.161
36_2_20_p0,2.367,0.976
36_2_25_p1,7.574,27.501
36_2_26_p1,10.246,1.797
36_2_27_p1,2.754,0.691
36_2_28_p1,5.808,8.915
36_2_29_p1,2.679,0.871
36_2_30_p1,2.619,0.72
36_2_31_p1,3.463,13.893
36_2_32_p1,4.292,10.508
36_2_33_p1,6.993,5.774
36_2_34_p1,2.587,14.556
36_2_35_p1,6.886,0.73
36_2_36_p1,2.092,9.86
36_2_37_p1,1.866,8.521
36_2_38_p1,4.193,1.175
36_2_39_p1,2.442,4.962
36_2_40_p1,3.017,13.796
36_2_41_p1,2.528,1.466
36_2_42_p1,2.902,8.162
36_2_43_p1,2.24,10.184
36_2_44_p1,14.775,3.346
36_2_45_p1,2.261,11.526
36_2_50_p0,2.946,5.632
36_2_51_p0,15.122,5.755
36_2_52_p0,2.438,6.201
36_2_53_p0,4.538,7.75
36_2_54_p0,3.816,1.447
36_2_55_p0,4.991,6.917
36_2_56_p0,2.475,4.987
36_2_57_p0,4.24,6.402
36_2_58_p0,3.244,8.01
36_2_59_p0,18.694,12.317
36_2_60_p0,2.209,2.83
36_2_61_p0,3.3,3.225
36_2_62_p0,5.31,2.999
36_2_63_p0,9.374,1.792
36_2_64_p0,7.638,4.107
36_2_65_p0,4.617,2.539
36_2_66_p0,7.717,3.529
36_2_71_p1,3.218,7.906
36_2_72_p1,2.982,8.238
36_2_73_p1,3.055,4.903
36_2_74_p1,1.035,5.949
36_2_75_p1,4.701,6.004
36_2_76_p1,1.463,4.448
36_2_77_p1,1.335,3.25
36_2_78_p1,2.813,2.686
36_2_79_p1,2.282,0.863
36_2_80_p1,2.135,2.583
36_2_81_p1,2.465,3.724
36_2_82_p1,2.457,1.473
36_2_83_p1,2.049,3.779
36_2_90_p0,6.378,6.451
36_2_91_p0,11.392,2.588
36_2_92_p0,11.18,4.846
36_2_93_p0,8.055,12.839
36_2_94_p0,18.666,1.313
36_2_95_p0,25.07,4.937
36_2_96_p0,6.502,3.854
36_2_97_p0,4.378,4.28
36_2_98_p0,3.961,2.902
36_2_99_p0,1.895,3.288
36_2_100_p0,4.5,2.716
36_2_101_p0,3.142,0.756
36_2_104_p1,2.898,4.77
36_2_105_p1,1.138,1.262
36_2_106_p1,1.089,2.563
36_2_107_p1,3.082,3.72
36_2_108_p1,5.615,2.084
36_2_109_p1,1.692,3.196
36_2_110_p1,0.976,4.934
36_2_111_p1,1.485,3.618
36_2_112_p1,2.006,9.529
36_2_113_p1,2.505,1.745
36_2_114_p1,2.612,4.454
36_2_115_p1,1.46,2.549
36_2_116_p1,1.756,3.365
37_2_4_p0,8.522,9.116
37_2_5_p0,12.981,8.951
37_2_6_p0,4.425,16.904
37_2_7_p0,4.172,13.575
37_2_8_p0,2.999,4.438
37_2_9_p0,14.532,20.562
37_2_10_p0,6.613,8.114
37_2_11_p0,8.614,3.851
37_2_12_p0,11.066,23.097
37_2_13_p0,22.024,4.143
37_2_14_p0,19.38,11.895
37_2_15_p0,4.516,3.62
37_2_16_p0,4.425,2.213
37_2_17_p0,16.127,5.705
37_2_18_p0,4.637,0.91
37_2_19_p0,3.534,2.07
37_2_23_p1,2.331,1.613
37_2_24_p1,3.443,2.762
37_2_25_p1,3.734,1.893
37_2_26_p1,2.967,2.428
37_2_27_p1,3.982,2.794
37_2_28_p1,1.866,1.079
37_2_29_p1,2.319,0.35
37_2_30_p1,32.672,1.294
37_2_31_p1,2.487,0.771
37_2_32_p1,3.154,1.159
37_2_33_p1,2.474,1.609
37_2_34_p1,1.472,0.664
37_2_35_p1,3.924,0.77
37_2_36_p1,3.542,1.405
37_2_37_p1,2.483,0.581
37_2_44_p0,2.733,13.753
37_2_45_p0,52.457,12.887
37_2_46_p0,5.207,1.461
37_2_47_p0,5.386,7.566
37_2_48_p0,5.249,0.691
37_2_49_p0,3.64,0.516
37_2_50_p0,6.023,21.012
37_2_51_p0,4.459,1.067
37_2_52_p0,6.393,17.386
37_2_53_p0,4.183,15.56
37_2_54_p0,4.05,23.172
37_2_55_p0,7.256,2.591
37_2_56_p0,9.597,2.849
37_2_57_p0,2.682,0.986
37_2_58_p0,10.08,10.862
37_2_59_p0,7.234,5.57
37_2_60_p0,9.277,1.112
37_2_61_p0,2.509,4.177
37_2_62_p0,9.392,33.38
37_2_63_p0,4.696,26.898
37_2_64_p0,5.918,1.752
37_2_70_p1,2.735,1.71
37_2_71_p1,12.891,1.749
37_2_72_p1,3.251,1.147
37_2_73_p1,1.986,0.618
37_2_74_p1,2.621,2.433
37_2_75_p1,3.881,4.171
37_2_76_p1,2.91,1.492
37_2_77_p1,9.25,0.758
37_2_78_p1,2.591,1.409
37_2_79_p1,11.921,6.28
37_2_80_p1,7.557,2.213
37_2_81_p1,18.201,6.256
37_2_82_p1,3.804,3.597
37_2_83_p1,10.356,0.469
37_2_84_p1,20.322,0.89
37_2_88_p0,3.515,15.9
37_2_89_p0,2.624,0.713
37_2_90_p0,6.874,3.438
37_2_91_p0,2.356,0.436
37_2_92_p0,8.539,13.744
37_2_93_p0,4.417,0.407
37_2_94_p0,9.295,0.904
37_2_95_p0,3.797,4.014
37_2_96_p0,3.332,2.089
37_2_97_p0,5.783,0.626
37_2_98_p0,2.233,4.534
37_2_99_p0,2.455,3.119
37_2_100_p0,2.873,2.12
37_2_103_p1,2.447,1.35
37_2_104_p1,2.953,0.731
37_2_105_p1,3.455,2.089
37_2_106_p1,1.735,0.956
37_2_107_p1,5.095,1.318
37_2_108_p1,4.65,1.483
37_2_109_p1,2.582,1.289
37_2_110_p1,3.926,2.634
37_2_111_p1,2.006,0.304
37_2_112_p1,3.074,3.201
37_2_113_p1,2.44,1.098
37_2_114_p1,2.056,1.495
38_2_5_p0,2.84,3.571
38_2_6_p0,2.74,0.66
38_2_7_p0,1.156,5.71
38_2_8_p0,1.552,3.221
38_2_9_p0,1.991,0.75
38_2_10_p0,7.66,1.049
38_2_11_p0,1.235,2.394
38_2_12_p0,8.279,0.748
38_2_13_p0,4.183,1.406
38_2_14_p0,1.71,17.846
38_2_15_p0,1.485,2.758
38_2_16_p0,3.617,14.126
38_2_17_p0,1.495,3.99
38_2_18_p0,10.044,3.392
38_2_19_p0,2.817,2.611
38_2_20_p0,2.421,0.573
38_2_21_p0,1.373,3.864
38_2_22_p0,1.015,0.696
38_2_23_p0,1.745,0.802
38_2_28_p1,2.762,1.652
38_2_29_p1,1.932,1.632
38_2_30_p1,1.554,0.883
38_2_31_p1,3.217,0.708
38_2_32_p1,1.615,3.035
38_2_33_p1,1.228,1.074
38_2_34_p1,1.337,1.349
38_2_35_p1,1.856,1.361
38_2_36_p1,5.041,0.818
38_2_37_p1,1.261,1.725
38_2_38_p1,1.606,1.353
38_2_39_p1,2.609,1.689
38_2_43_p0,1.173,1.837
38_2_44_p0,1.006,1.33
38_2_45_p0,1.602,0.336
38_2_46_p0,1.239,8.921
38_2_47_p0,1.317,3.23
38_2_48_p0,3.752,2.275
38_2_49_p0,5.719,1.844
38_2_50_p0,1.675,0.655
38_2_51_p0,1.198,2.75
38_2_52_p0,0.871,1.895
38_2_53_p0,3.95,3.14
38_2_54_p0,2.355,2.096
38_2_59_p1,1.14,1.362
38_2_60_p1,8.435,0.676
38_2_61_p1,2.224,0.587
38_2_62_p1,1.438,3.263
38_2_63_p1,1.604,1.004
38_2_64_p1,1.993,1.088
38_2_65_p1,1.745,1.645
38_2_66_p1,1.797,1.824
38_2_67_p1,2.159,1.498
38_2_68_p1,0.892,4.668
38_2_69_p1,5.796,1.93
38_2_70_p1,1.558,1.284
38_2_74_p0,0.97,2.222
38_2_75_p0,8.392,1.737
38_2_76_p0,4.036,0.708
38_2_77_p0,5.445,0.713
