TrialID,response_time_sec,prep_time_sec
56_2_28_p1,9.015,4.196
56_2_29_p1,2.193,10.469
56_2_30_p1,14.397,4.415
56_2_31_p1,2.334,1.266
56_2_32_p1,3.036,0.641
56_2_33_p1,6.249,4.151
56_2_34_p1,2.379,1.438
56_2_35_p1,2.39,6.105
56_2_36_p1,1.422,3.324
56_2_37_p1,2.532,1.175
56_2_38_p1,2.71,3.143
56_2_39_p1,8.922,0.334
56_2_40_p1,1.844,1.361
56_2_41_p1,2.966,7.246
56_2_42_p1,10.155,12.496
56_2_43_p1,2.204,2.56
56_2_49_p0,6.681,5.663
56_2_50_p0,4.455,14.575
56_2_51_p0,9.286,13.737
56_2_52_p0,9.182,6.82
56_2_53_p0,2.076,7.009
56_2_54_p0,2.173,2.053
56_2_55_p0,2.582,1.561
56_2_56_p0,4.041,2.291
56_2_57_p0,1.585,6.16
56_2_58_p0,1.906,4.746
56_2_59_p0,1.997,1.845
56_2_60_p0,2.898,2.541
56_2_61_p0,4.729,2.14
56_2_62_p0,6.174,2.791
56_2_63_p0,8.999,2.495
56_2_68_p1,4.079,4.427
56_2_69_p1,8.519,2.018
56_2_70_p1,20.556,3.074
56_2_71_p1,2.297,2.95
56_2_72_p1,9.205,3.64
56_2_73_p1,24.144,1.688
56_2_74_p1,12.047,2.93
56_2_75_p1,1.797,2.653
56_2_76_p1,2.646,2.193
56_2_77_p1,2.574,1.883
56_2_78_p1,2.712,2.8
56_2_79_p1,4.31,1.221
56_2_80_p1,5.266,2.059
56_2_83_p0,2.055,8.364
56_2_84_p0,2.447,1.684
56_2_85_p0,5.507,5.499
56_2_86_p0,2.986,1.058
56_2_87_p0,6.432,5.377
56_2_88_p0,2.195,4.218
56_2_89_p0,6.531,1.909
56_2_90_p0,2.966,4.265
56_2_91_p0,3.75,7.196
56_2_92_p0,1.651,2.126
56_2_93_p0,2.408,1.6
56_2_100_p1,2.56,1.184
56_2_101_p1,2.572,1.172
56_2_102_p1,3.228,2.706
56_2_103_p1,2.028,1.035
56_2_104_p1,3.989,2.357
56_2_105_p1,2.283,2.26
56_2_106_p1,2.886,1.236
56_2_107_p1,2.424,1.46
56_2_108_p1,3.515,2.091
56_2_109_p1,2.859,1.749
56_2_110_p1,3.756,2.619
57_2_4_p0,2.398,2.864
57_2_5_p0,2.321,2.527
57_2_6_p0,1.721,2.831
57_2_7_p0,2.438,1.734
57_2_8_p0,1.972,2.322
57_2_9_p0,2.304,1.927
57_2_10_p0,2.986,2.123
57_2_11_p0,1.287,5.466
57_2_12_p0,1.729,4.408
57_2_16_p1,3.619,2.813
57_2_17_p1,9.066,1.029
57_2_18_p1,3.031,3.397
57_2_19_p1,2.823,2.452
57_2_20_p1,8.925,1.259
57_2_21_p1,5.912,2.058
57_2_22_p1,6.207,3.199
57_2_23_p1,3.607,1.677
57_2_24_p1,2.937,2.151
57_2_25_p1,6.252,2.602
57_2_26_p1,3.249,1.901
57_2_27_p1,7.496,2.521
57_2_28_p1,5.401,2.919
57_2_29_p1,5.606,0.792
57_2_30_p1,8.095,0.925
57_2_31_p1,6.582,2.101
57_2_32_p1,7.488,0.904
57_2_33_p1,2.519,1.982
57_2_34_p1,2.075,2.105
57_2_39_p0,3.144,2.286
57_2_40_p0,1.847,1.521
57_2_41_p0,3.601,2.624
57_2_42_p0,3.149,3.376
57_2_43_p0,2.729,2.657
57_2_44_p0,4.944,2.28
57_2_45_p0,1.357,3.41
57_2_46_p0,2.923,1.79
57_2_47_p0,2.106,2.489
57_2_48_p0,4.607,1.087
57_2_49_p0,3.932,3.229
57_2_50_p0,3.065,2.014
57_2_51_p0,1.937,2.117
57_2_52_p0,2.024,1.555
57_2_53_p0,6.339,3.08
57_2_54_p0,1.697,1.616
57_2_59_p1,12.173,2.614
57_2_60_p1,15.914,0.985
57_2_61_p1,2.701,2.707
57_2_62_p1,4.154,1.859
57_2_63_p1,2.182,1.255
57_2_64_p1,5.904,1.465
57_2_65_p1,1.825,2.415
57_2_66_p1,6.19,0.889
57_2_67_p1,18.048,0.642
57_2_68_p1,3.516,2.71
57_2_69_p1,2.878,3.515
57_2_70_p1,6.672,2.26
57_2_71_p1,2.383,2.276
57_2_72_p1,2.53,2.256
57_2_73_p1,2.274,0.46
57_2_74_p1,15.858,1.431
57_2_75_p1,5.241,2.827
57_2_76_p1,2.82,0.942
57_2_83_p0,2.333,2.398
57_2_84_p0,8.069,1.894
57_2_85_p0,1.066,2.504
57_2_86_p0,2.706,2.859
57_2_87_p0,2.913,1.62
57_2_88_p0,1.639,2.624
57_2_89_p0,2.002,1.009
57_2_90_p0,2.041,1.878
57_2_91_p0,1.388,1.53
57_2_92_p0,1.393,1.515
57_2_93_p0,1.835,1.369
57_2_98_p1,3.022,2.189
57_2_99_p1,12.417,1.526
57_2_100_p1,24.004,1.798
57_2_101_p1,2.001,3.397
57_2_102_p1,2.887,2.159
57_2_103_p1,1.991,1.864
57_2_104_p1,3.307,1.464
57_2_105_p1,6.157,1.913
57_2_106_p1,2.392,2.538
57_2_107_p1,3.623,1.79
57_2_108_p1,2.283,1.17
57_2_109_p1,2.408,2.506
58_2_2_p0,2.81,2.033
58_2_3_p0,4.635,6.03
58_2_4_p0,2.745,2.954
58_2_5_p0,5.478,1.027
58_2_6_p0,2.341,4.869
58_2_7_p0,3.071,1.991
58_2_8_p0,3.275,1.401
58_2_9_p0,2.044,1.845
58_2_10_p0,1.778,1.69
58_2_11_p0,3.601,1.865
58_2_12_p0,2.293,1.219
58_2_13_p0,7.161,1.645
58_2_14_p0,3.723,4.913
58_2_19_p1,11.547,4.871
58_2_20_p1,3.105,4.901
58_2_21_p1,4.123,1.061
58_2_22_p1,1.675,5.416
58_2_23_p1,1.624,2.291
58_2_24_p1,1.732,5.65
58_2_25_p1,4.914,0.561
58_2_26_p1,12.226,2.148
58_2_27_p1,2.424,4.78
58_2_28_p1,4.691,1.087
58_2_29_p1,4.574,3.4
58_2_30_p1,1.8,0.455
58_2_31_p1,6.123,4.256
58_2_32_p1,1.588,1.619
58_2_33_p1,1.996,2.683
58_2_37_p0,1.721,3.801
58_2_38_p0,2.689,9.632
58_2_39_p0,16.917,0.977
58_2_40_p0,2.056,2.534
58_2_41_p0,5.249,2.551
58_2_42_p0,11.927,1.496
58_2_43_p0,4.036,9.114
58_2_44_p0,1.453,3.674
58_2_45_p0,2.567,2.53
58_2_46_p0,5.531,2.198
58_2_47_p0,10.742,1.459
58_2_48_p0,5.271,3.244
58_2_49_p0,2.969,1.5
58_2_54_p1,1.207,7.611
58_2_55_p1,2.07,4.269
58_2_56_p1,1.793,2.755
58_2_57_p1,1.518,4.335
58_2_58_p1,1.387,6.189
58_2_59_p1,3.178,0.734
58_2_60_p1,2.403,0.752
58_2_61_p1,1.474,3.161
58_2_62_p1,2.21,5.83
58_2_63_p1,1.302,2.807
58_2_64_p1,2.08,1.901
58_2_65_p1,2.144,2.736
58_2_72_p0,5.584,14.089
58_2_73_p0,28.57,21.567
58_2_74_p0,32.765,8.976
58_2_75_p0,4.442,8.267
58_2_76_p0,2.336,6.756
58_2_77_p0,2.007,7.185
58_2_78_p0,7.357,18.928
58_2_79_p0,9.542,1.74
58_2_80_p0,13.903,7.216
58_2_81_p0,1.739,3.283
58_2_82_p0,7.588,6.234
58_2_83_p0,14.887,7.289
58_2_84_p0,7.716,2.909
58_2_85_p0,3.634,1.109
58_2_86_p0,2.12,3.499
58_2_87_p0,14.928,2.568
58_2_88_p0,10.71,0.888
58_2_92_p1,6.125,10.702
58_2_93_p1,3.777,1.007
58_2_94_p1,5.954,5.92
58_2_95_p1,4.129,3.892
58_2_96_p1,13.984,4.001
58_2_97_p1,2.763,7.984
58_2_98_p1,7.713,6.426
58_2_99_p1,4.571,8.961
58_2_100_p1,3.59,4.351
58_2_101_p1,4.231,3.956
58_2_102_p1,5.541,8.168
58_2_103_p1,2.484,3.788
58_2_104_p1,1.567,3.425
58_2_105_p1,5.499,0.79
58_2_106_p1,1.282,2.166
58_2_107_p1,2.199,3.357
58_2_108_p1,2.343,0.774
58_2_109_p1,2.693,0.631
59_2_3_p0,5.104,4.358
59_2_4_p0,4.084,5.387
59_2_5_p0,4.644,4.112
59_2_6_p0,2.235,1.704
59_2_7_p0,18.58,2.099
59_2_8_p0,4.213,1.228
59_2_9_p0,3.115,1.816
59_2_10_p0,2.417,4.227
59_2_11_p0,5.662,1.834
59_2_12_p0,4.019,3.164
59_2_15_p1,2.303,3.875
59_2_16_p1,1.148,5.055
59_2_17_p1,5.083,5.911
59_2_18_p1,3.711,3.282
59_2_19_p1,2.053,11.937
59_2_20_p1,2.281,9.286
59_2_21_p1,5.012,12.571
59_2_22_p1,2.703,3.544
59_2_23_p1,4.265,4.067
59_2_30_p0,2.625,1.814
59_2_31_p0,3.034,1.709
59_2_32_p0,5.583,6.666
59_2_33_p0,11.785,1.391
59_2_34_p0,2.597,0.774
59_2_35_p0,7.635,3.612
59_2_36_p0,3.24,1.426
59_2_37_p0,10.677,2.293
59_2_38_p0,3.836,1.924
59_2_39_p0,2.554,2.479
59_2_40_p0,5.106,10.016
59_2_41_p0,7.704,10.477
59_2_42_p0,7.931,29.514
59_2_43_p0,3.217,17.172
59_2_44_p0,11.037,0.461
59_2_51_p1,9.992,5.98
59_2_52_p1,3.482,1.252
59_2_53_p1,2.638,7.922
59_2_54_p1,3.264,4.391
59_2_55_p1,3.136,3.573
59_2_56_p1,13.434,2.623
59_2_57_p1,9.686,15.018
59_2_58_p1,2.762,6.121
59_2_59_p1,7.179,1.015
59_2_60_p1,3.995,1.546
59_2_61_p1,1.898,4.596
59_2_62_p1,2.064,4.03
59_2_63_p1,4.876,5.865
59_2_64_p1,2.091,5.793
59_2_65_p1,1.658,9.28
59_2_66_p1,2.618,5.563
59_2_67_p1,4.907,5.518
59_2_72_p0,2.947,5.588
59_2_73_p0,4.641,4.712
59_2_74_p0,4.166,3.756
59_2_75_p0,2.285,12.217
59_2_76_p0,3.098,3.468
59_2_77_p0,2.36,1.211
59_2_78_p0,2.626,3.322
59_2_79_p0,1.673,1.13
59_2_80_p0,3.592,1.321
59_2_81_p0,17.657,1.279
59_2_82_p0,2.649,2.419
59_2_83_p0,2.27,1.946
59_2_87_p1,2.656,4.973
59_2_88_p1,2.309,6.392
59_2_89_p1,13.757,6.182
59_2_90_p1,3.975,8.03
59_2_91_p1,2.692,7.503
59_2_92_p1,9.95,10.43
59_2_93_p1,7.332,7.776
59_2_94_p1,4.496,4.295
59_2_95_p1,2.033,5.875
59_2_96_p1,13.592,4.557
59_2_97_p1,2.281,9.23
59_2_98_p1,1.377,6.688
59_2_99_p1,1.764,4.017
59_2_100_p1,8.647,4.301
5_2_3_p0,1.562,2.519
5_2_4_p0,6.31,2.909
5_2_5_p0,5.288,10.364
5_2_6_p0,9.083,4.019
5_2_7_p0,2.692,3.309
5_2_8_p0,4.776,1.444
5_2_9_p0,3.685,4.236
5_2_10_p0,1.847,1.532
5_2_11_p0,9.956,3.81
5_2_12_p0,2.486,0.844
5_2_13_p0,6.237,3.515
5_2_14_p0,3.499,1.109
5_2_15_p0,4.296,2.797
5_2_16_p0,3.214,2.488
5_2_17_p0,4.177,3.707
5_2_20_p1,4.807,5.479
5_2_21_p1,8.365,1.787
5_2_22_p1,2.508,3.106
5_2_23_p1,11.563,2.717
5_2_24_p1,7.15,1.703
5_2_25_p1,18.196,2.374
5_2_26_p1,2.227,2.16
5_2_27_p1,1.722,6.001
5_2_28_p1,3.231,4.308
5_2_29_p1,4.464,1.204
5_2_30_p1,2.782,1.884
5_2_31_p1,3.662,2.881
5_2_32_p1,2.201,1.584
5_2_33_p1,12.256,2.678
5_2_34_p1,5.098,0.963
5_2_35_p1,1.779,3.411
5_2_40_p0,4.788,2.089
5_2_41_p0,2.148,3.874
5_2_42_p0,20.934,0.76
5_2_43_p0,5.249,1.114
5_2_44_p0,2.228,1.887
5_2_45_p0,2.741,2.619
5_2_46_p0,4.15,0.725
5_2_47_p0,3.958,1.103
5_2_48_p0,3.391,2.156
5_2_49_p0,4.001,4.48
5_2_50_p0,3.106,0.871
5_2_51_p0,3.075,1.757
5_2_54_p1,2.426,1.527
5_2_55_p1,3.74,7.281
5_2_56_p1,1.696,1.486
5_2_57_p1,1.759,1.534
5_2_58_p1,1.948,2.322
5_2_59_p1,1.814,1.499
5_2_60_p1,2.509,4.75
5_2_61_p1,4.085,3.792
5_2_62_p1,1.913,1.709
5_2_63_p1,2.048,3.022
5_2_68_p0,2.762,2.138
5_2_69_p0,2.547,6.215
5_2_70_p0,8.082,2.114
5_2_71_p0,5.463,3.177
5_2_72_p0,10.017,4.231
5_2_73_p0,15.467,2.831
5_2_74_p0,2.152,1.161
5_2_75_p0,5.58,5.676
5_2_76_p0,6.639,2.359
5_2_77_p0,4.514,1.708
5_2_78_p0,7.71,4.036
5_2_79_p0,8.485,2.145
5_2_80_p0,2.375,1.168
5_2_81_p0,3.573,2.47
5_2_82_p0,7.278,1.489
5_2_83_p0,10.314,5.607
5_2_84_p0,3.427,2.402
5_2_85_p0,1.825,1.504
5_2_92_p1,4.889,1.917
5_2_93_p1,1.461,1.701
5_2_94_p1,2.343,1.766
5_2_95_p1,5.63,1.479
5_2_96_p1,2.314,1.011
5_2_97_p1,4.233,1.903
5_2_98_p1,2.005,0.629
5_2_99_p1,5.019,2.179
5_2_100_p1,3.21,2.109
5_2_101_p1,4.091,0.865
5_2_102_p1,1.583,1.825
60_2_3_p0,1.775,1.541
60_2_4_p0,2.205,2.31
60_2_5_p0,2.174,1.735
60_2_6_p0,3.916,1.685
60_2_7_p0,2.278,2.119
60_2_8_p0,1.933,0.661
60_2_9_p0,3.303,1.917
60_2_10_p0,4.013,1.963
60_2_11_p0,2.5,1.295
60_2_12_p0,1.219,1.904
60_2_13_p0,2.458,2.121
60_2_14_p0,3.026,2.984
60_2_21_p1,3.021,1.84
60_2_22_p1,5.453,2.361
60_2_23_p1,8.526,1.175
60_2_24_p1,6.979,1.015
60_2_25_p1,2.989,1.606
60_2_26_p1,8.396,0.754
60_2_27_p1,2.471,1.505
60_2_28_p1,2.436,1.548
60_2_29_p1,15.371,2.041
60_2_30_p1,3.627,1.931
60_2_31_p1,2.098,2.162
60_2_32_p1,2.709,1.366
60_2_37_p0,1.817,2.038
60_2_38_p0,2.148,1.748
60_2_39_p0,2.562,1.798
60_2_40_p0,5.254,3.328
60_2_41_p0,1.587,1.05
60_2_42_p0,1.988,1.224
60_2_43_p0,1.366,1.914
60_2_44_p0,2.217,1.621
60_2_45_p0,1.695,3.458
60_2_46_p0,3.081,1.603
60_2_47_p0,3.314,1.628
60_2_48_p0,1.505,1.901
60_2_49_p0,2.135,1.947
60_2_50_p0,1.643,1.9
60_2_51_p0,2.078,1.37
60_2_52_p0,1.193,1.159
60_2_55_p1,5.769,2.045
60_2_56_p1,3.676,0.9
60_2_57_p1,5.699,3.079
60_2_58_p1,4.772,1.16
60_2_59_p1,6.033,1.127
60_2_60_p1,2.352,1.813
60_2_61_p1,2.834,0.24
60_2_62_p1,4.332,1.32
60_2_63_p1,2.621,0.258
60_2_64_p1,4.432,0.963
60_2_65_p1,5.134,1.639
60_2_66_p1,4.604,1.092
60_2_67_p1,3.085,0.262
60_2_68_p1,10.69,2.214
60_2_69_p1,8.812,0.851
60_2_70_p1,3.773,0.628
60_2_71_p1,6.185,1.703
60_2_72_p1,8.898,1.226
60_2_73_p1,15.807,0.93
60_2_78_p0,2.686,1.332
60_2_79_p0,2.611,0.451
60_2_80_p0,1.112,1.65
60_2_81_p0,2.778,2.887
60_2_82_p0,0.95,1.007
60_2_83_p0,1.939,1.014
60_2_84_p0,1.472,2.126
60_2_85_p0,2.152,1.119
60_2_86_p0,2.429,2.406
60_2_87_p0,1.571,1.187
60_2_88_p0,1.809,0.758
60_2_89_p0,1.463,2.164
60_2_90_p0,1.772,1.752
60_2_91_p0,1.557,0.321
60_2_92_p0,1.59,2.318
60_2_93_p0,2.916,1.363
60_2_94_p0,6.773,0.678
60_2_99_p1,2.105,2.293
60_2_100_p1,6.778,2.55
60_2_101_p1,4.194,1.418
60_2_102_p1,17.601,1.03
60_2_103_p1,3.975,1.738
60_2_104_p1,2.916,1.161
60_2_105_p1,2.606,1.174
60_2_106_p1,3.469,2.287
60_2_107_p1,3.293,1.187
60_2_108_p1,7.343,1.016
60_2_109_p1,4.99,1.599
60_2_110_p1,3.469,1.631
61_2_4_p0,1.956,1.965
61_2_5_p0,2.859,2.529
61_2_6_p0,3.985,4.082
61_2_7_p0,25.344,1.39
61_2_8_p0,3.896,6.964
61_2_9_p0,9.949,4.217
61_2_10_p0,5.188,2.967
61_2_11_p0,1.912,3.251
61_2_12_p0,4.03,1.773
61_2_13_p0,4.597,1.367
61_2_14_p0,3.158,4.29
61_2_15_p0,10.334,2.018
61_2_16_p0,3.364,2.634
61_2_17_p0,2.555,2.335
61_2_18_p0,5.912,3.526
61_2_24_p1,2.587,3.953
61_2_25_p1,2.501,2.65
61_2_26_p1,1.956,4.56
61_2_27_p1,25.264,3.16
61_2_28_p1,6.88,3.058
61_2_29_p1,11.954,3.447
61_2_30_p1,18.206,6.962
61_2_31_p1,2.237,3.229
61_2_32_p1,2.546,2.454
61_2_33_p1,1.769,3.618
61_2_34_p1,2.011,3.192
61_2_35_p1,3.075,2.295
61_2_36_p1,3.558,2.061
61_2_41_p0,5.242,4.421
61_2_42_p0,3.321,4.53
61_2_43_p0,2.663,3.529
61_2_44_p0,3.566,2.372
61_2_45_p0,2.741,2.818
61_2_46_p0,2.365,3.699
61_2_47_p0,3.112,2.52
61_2_48_p0,2.587,2.269
61_2_49_p0,2.262,1.901
61_2_50_p0,2.13,5.026
61_2_51_p0,2.585,2.387
61_2_52_p0,2.593,1.884
61_2_55_p1,2.221,2.964
61_2_56_p1,3.617,4.153
61_2_57_p1,8.299,1.894
61_2_58_p1,21.253,3.087
61_2_59_p1,2.287,3.275
61_2_60_p1,1.886,1.837
61_2_61_p1,2.481,9.02
61_2_62_p1,14.999,1.465
61_2_63_p1,24.562,4.885
61_2_64_p1,1.751,2.931
61_2_65_p1,2.087,2.654
61_2_66_p1,2.11,2.313
61_2_67_p1,3.064,2.827
61_2_68_p1,2.958,1.659
61_2_75_p0,3.252,2.012
61_2_76_p0,11.891,1.741
61_2_77_p0,5.84,3.077
61_2_78_p0,6.272,6.408
61_2_79_p0,6.938,3.926
61_2_80_p0,3.644,12.782
61_2_81_p0,4.453,2.045
61_2_82_p0,7.938,2.703
61_2_83_p0,2.806,4.512
61_2_84_p0,5.943,11.917
61_2_85_p0,2.332,2.623
61_2_86_p0,3.236,2.117
61_2_87_p0,2.59,10.188
61_2_88_p0,2.547,2.541
61_2_89_p0,5.011,1.267
61_2_90_p0,3.619,3.173
61_2_91_p0,10.537,2.218
61_2_92_p0,2.229,1.985
61_2_98_p1,2.663,4.119
61_2_99_p1,6.704,1.299
61_2_100_p1,11.859,4.529
61_2_101_p1,1.798,3.93
61_2_102_p1,16.57,3.171
61_2_103_p1,19.833,2.965
61_2_104_p1,10.496,5.177
61_2_105_p1,2.032,2.087
61_2_106_p1,2.566,3.113
61_2_107_p1,1.769,3.385
61_2_108_p1,11.595,1.129
61_2_109_p1,4.089,2.594
61_2_110_p1,3.122,2.522
61_2_111_p1,1.959,3.222
62_2_3_p0,3.579,6.006
62_2_4_p0,11.113,10.179
62_2_5_p0,2.75,6.754
62_2_6_p0,5.612,4.219
62_2_7_p0,2.298,3.003
62_2_8_p0,2.378,1.902
62_2_9_p0,2.191,5.956
62_2_10_p0,3.198,1.726
62_2_11_p0,2.276,3.211
62_2_12_p0,4.405,3.522
62_2_13_p0,4.616,4.237
62_2_14_p0,3.665,3.087
62_2_15_p0,2.312,4.093
62_2_16_p0,1.913,4.143
62_2_17_p0,3.591,1.659
62_2_22_p1,9.864,4.745
62_2_23_p1,13.903,1.457
62_2_24_p1,5.786,12.32
62_2_25_p1,4.139,2.793
62_2_26_p1,28.033,2.381
62_2_27_p1,1.866,1.998
62_2_28_p1,15.271,2.14
62_2_29_p1,3.037,2.511
62_2_30_p1,2.646,0.522
62_2_31_p1,3.54,1.874
62_2_32_p1,3.613,2.174
62_2_33_p1,2.444,0.417
62_2_34_p1,5.11,3.393
62_2_35_p1,3.071,0.592
62_2_40_p0,1.628,4.495
62_2_41_p0,4.637,2.037
62_2_42_p0,2.849,3.238
62_2_43_p0,1.618,4.542
62_2_44_p0,2.609,3.202
62_2_45_p0,2.672,2.397
62_2_46_p0,9.725,5.58
62_2_47_p0,3.283,4.758
62_2_48_p0,1.908,2.2
62_2_49_p0,2.078,3.574
62_2_50_p0,1.977,4.148
62_2_56_p1,2.636,7.728
62_2_57_p1,6.25,1.21
62_2_58_p1,2.476,0.838
62_2_59_p1,1.638,4.615
62_2_60_p1,2.715,2.556
62_2_61_p1,2.21,2.687
62_2_62_p1,3.575,1.621
62_2_63_p1,2.508,3.953
62_2_64_p1,1.951,8.339
62_2_65_p1,5.423,1.454
62_2_66_p1,17.025,3.281
62_2_67_p1,2.365,1.898
62_2_72_p0,2.722,3.448
62_2_73_p0,6.224,1.286
62_2_74_p0,11.093,3.113
62_2_75_p0,3.094,2.005
62_2_76_p0,16.552,2.103
62_2_77_p0,4.014,1.688
62_2_78_p0,2.229,3.797
62_2_79_p0,2.218,1.119
62_2_80_p0,1.853,1.91
62_2_81_p0,2.117,3.323
62_2_82_p0,8.231,1.358
62_2_83_p0,6.362,1.085
62_2_84_p0,1.662,3.054
62_2_85_p0,1.119,0.512
62_2_86_p0,2.52,0.52
62_2_87_p0,4.06,3.905
62_2_88_p0,6.972,0.446
62_2_89_p0,3.831,1.663
62_2_90_p0,1.917,2.268
62_2_91_p0,1.786,1.408
62_2_92_p0,2.449,1.171
62_2_99_p1,13.075,15.915
62_2_100_p1,9.5,12.966
62_2_101_p1,7.276,20.525
62_2_102_p1,7.15,4.616
62_2_103_p1,2.856,1.92
62_2_104_p1,4.493,3.6
62_2_105_p1,2.945,3.085
62_2_106_p1,8.181,0.462
62_2_107_p1,1.586,2.007
62_2_108_p1,2.831,4.979
62_2_109_p1,3.498,0.472
62_2_110_p1,11.672,1.181
62_2_111_p1,17.448,12.299
62_2_112_p1,1.625,2.096
62_2_113_p1,2.312,0.961
62_2_114_p1,3.465,1.719
62_2_115_p1,3.226,1.027
62_2_116_p1,2.733,2.777
62_2_117_p1,2.008,0.558
62_2_118_p1,12.261,0.45
63_2_2_p0,1.599,40.46
63_2_3_p0,3.566,2.466
63_2_4_p0,2.489,1.764
63_2_5_p0,2.332,8.943
63_2_6_p0,3.107,1.506
63_2_7_p0,4.125,1.425
63_2_8_p0,3.313,8.653
63_2_11_p1,4.612,3.343
63_2_12_p1,1.186,1.215
63_2_13_p1,2.764,4.391
63_2_14_p1,1.941,3.224
63_2_15_p1,2.782,4.17
63_2_16_p1,11.384,2.081
63_2_17_p1,2.008,1.712
63_2_18_p1,2.258,1.872
63_2_19_p1,2.184,1.712
63_2_23_p0,1.778,3.151
63_2_24_p0,2.147,1.899
63_2_25_p0,2.117,1.478
63_2_26_p0,2.722,2.848
63_2_27_p0,2.355,4.854
63_2_28_p0,2.706,1.678
63_2_29_p0,2.27,1.577
63_2_30_p0,5.212,1.444
63_2_31_p0,1.935,0.934
63_2_34_p1,1.776,2.53
63_2_35_p1,2.099,2.85
63_2_36_p1,1.453,1.963
63_2_37_p1,2.457,4.253
63_2_38_p1,6.726,1.293
63_2_39_p1,2.771,1.932
63_2_40_p1,5.997,2.38
63_2_41_p1,21.907,1.401
63_2_42_p1,2.063,0.886
63_2_43_p1,1.814,2.239
63_2_44_p1,1.827,1.763
63_2_45_p1,6.628,4.05
63_2_46_p1,17.233,1.059
63_2_47_p1,7.139,1.722
63_2_53_p0,1.914,1.837
63_2_54_p0,3.115,1.691
63_2_55_p0,1.599,1.361
63_2_56_p0,1.795,0.573
63_2_57_p0,2.018,3.37
63_2_58_p0,2.482,1.463
63_2_59_p0,2.058,0.477
63_2_60_p0,2.448,1.237
63_2_61_p0,3.017,0.295
63_2_62_p0,6.368,0.312
63_2_63_p0,3.011,1.481
63_2_68_p1,4.654,4.079
63_2_69_p1,2.616,1.887
63_2_70_p1,2.753,2.307
63_2_71_p1,2.294,2.58
63_2_72_p1,3.343,2.925
63_2_73_p1,9.279,2.442
63_2_74_p1,18.079,1.434
63_2_75_p1,2.795,1.059
63_2_76_p1,4.465,5.05
63_2_77_p1,31.998,1.012
63_2_78_p1,11.803,1.405
63_2_79_p1,12.957,2.237
63_2_80_p1,7.195,0.69
63_2_81_p1,1.568,2.412
63_2_82_p1,1.552,2.029
63_2_83_p1,1.756,0.954
64_2_6_p0,8.367,5.189
64_2_7_p0,2.902,2.68
64_2_8_p0,6.948,3.681
64_2_9_p0,3.091,2.087
64_2_10_p0,4.264,1.983
64_2_11_p0,1.891,2.654
64_2_12_p0,2.325,3.839
64_2_13_p0,2.616,2.061
64_2_14_p0,2.925,2.945
64_2_15_p0,2.621,5.443
64_2_18_p1,4.196,4.822
64_2_19_p1,3.168,3.887
64_2_20_p1,5.006,3.001
64_2_21_p1,16.931,13.047
64_2_22_p1,5.748,19.263
64_2_23_p1,2.642,2.935
64_2_24_p1,3.189,2.234
64_2_25_p1,2.501,1.634
64_2_26_p1,3.091,3.839
64_2_27_p1,4.341,1.893
64_2_28_p1,3.35,3.229
64_2_29_p1,4.12,2.107
64_2_34_p0,7.015,4.907
64_2_35_p0,9.92,9.558
64_2_36_p0,2.549,6.646
64_2_37_p0,9.927,10.486
64_2_38_p0,6.516,10.787
64_2_39_p0,19.706,0.627
64_2_40_p0,8.099,5.059
64_2_41_p0,3.139,1.159
64_2_42_p0,13.26,4.643
64_2_43_p0,3.919,3.347
64_2_44_p0,3.351,0.968
64_2_45_p0,7.739,6.359
64_2_46_p0,16.441,15.421
64_2_47_p0,3.585,8.781
64_2_48_p0,10.97,7.722
64_2_49_p0,9.828,9.367
64_2_50_p0,2.666,2.619
64_2_51_p0,3.24,5.536
64_2_52_p0,2.654,6.783
64_2_53_p0,2.768,1.861
64_2_54_p0,2.221,3.857
64_2_60_p1,2.663,5.278
64_2_61_p1,8.584,2.032
64_2_62_p1,7.365,8.688
64_2_63_p1,5.886,1.603
64_2_64_p1,3.028,2.094
64_2_65_p1,3.39,3.248
64_2_66_p1,5.857,3.903
64_2_67_p1,2.47,0.343
64_2_68_p1,13.437,0.501
64_2_69_p1,2.59,2.035
64_2_70_p1,4.584,2.066
64_2_71_p1,1.59,2.274
64_2_76_p0,1.861,3.001
64_2_77_p0,2.315,2.31
64_2_78_p0,5.204,3.094
64_2_79_p0,7.182,2.602
64_2_80_p0,5.648,2.879
64_2_81_p0,6.29,3.634
64_2_82_p0,2.602,2.638
64_2_83_p0,2.108,1.582
64_2_84_p0,10.724,4.127
64_2_85_p0,13.091,2.184
64_2_86_p0,6.115,1.902
64_2_87_p0,2.163,2.592
64_2_88_p0,2.9,3.054
64_2_89_p0,2.592,2.105
64_2_94_p1,7.447,3.64
64_2_95_p1,3.953,2.638
64_2_96_p1,4.247,2.875
64_2_97_p1,2.728,1.432
64_2_98_p1,2.504,0.441
64_2_99_p1,1.999,1.695
64_2_100_p1,2.803,1.538
64_2_101_p1,1.912,0.309
64_2_102_p1,10.245,1.536
64_2_103_p1,1.954,0.427
64_2_104_p1,2.178,2.034
64_2_105_p1,3.701,1.711
64_2_106_p1,7.735,4.624
64_2_107_p1,2.268,1.617
64_2_108_p1,2.105,5.235
65_2_4_p0,5.349,2.898
65_2_5_p0,4.453,0.916
65_2_6_p0,5.097,4.234
65_2_7_p0,8.175,2.032
65_2_8_p0,3.547,1.567
65_2_9_p0,3.992,1.41
65_2_10_p0,3.589,1.304
